,lat,lon,sst,datetime
0,31.007847886591556,-117.20175951194341,17.56328723039929,2023-11-17 14:09:41.722646
1,32.95994296379351,-117.38225215578957,17.30069862947797,2023-11-17 14:41:39.871797
2,31.422016642403587,-116.09096619134499,17.90722732000595,2023-11-17 11:23:32.314038
3,32.99646259768509,-116.09126886994093,17.40618801865128,2023-11-17 11:24:07.197886
4,32.73683696583756,-116.424806133524,17.61699469431554,2023-11-17 14:26:11.109285
5,32.487393086457026,-117.68702648949694,17.323668408987903,2023-11-17 14:39:18.716625
6,32.51727844635802,-116.8850318368063,17.221962370800174,2023-11-17 12:47:57.541154
7,31.04348754235734,-116.74315288122351,17.005652250847632,2023-11-17 11:13:54.830523
8,32.132920097075186,-117.4005453923279,17.923551303229356,2023-11-17 14:36:11.824088
9,32.30542941672988,-117.7090165395467,17.794065837448272,2023-11-17 13:10:33.084365
10,31.27007582922897,-116.45475232568623,17.020070965396354,2023-11-17 14:28:55.474279
11,32.55653864556928,-116.16410268316135,17.95219804957591,2023-11-17 13:50:41.785126
12,31.678857463185157,-116.9450858277428,17.500495754733343,2023-11-17 11:48:43.154755
13,32.06572764294338,-116.00446560817487,17.330727707579626,2023-11-17 12:12:29.604440
14,32.196301911110204,-117.5727431284637,17.799327795254335,2023-11-17 11:17:10.773635
15,32.37673792353448,-116.97725443980931,17.08109913263996,2023-11-17 14:39:12.260757
16,31.48073791458706,-116.03923389091341,17.385818015610333,2023-11-17 14:49:31.970837
17,32.95165948025615,-117.74783429946743,17.513544853895105,2023-11-17 13:25:37.305298
18,31.896218976837666,-116.55774975704311,17.38363830424981,2023-11-17 14:46:22.465895
19,31.00810234265056,-117.41586911090165,17.66490168050033,2023-11-17 13:21:25.268839
20,31.971576909478646,-117.96881393826101,17.027000610799693,2023-11-17 11:11:06.704634
21,32.28514310923285,-116.10786824236904,17.88519538617691,2023-11-17 14:18:17.991850
22,32.1887244738967,-117.36406042785659,17.096576635797405,2023-11-17 14:00:15.938883
23,31.20703339273099,-116.15798914833982,17.636129305240594,2023-11-17 11:00:21.958214
24,32.147618253729114,-117.93535607646727,17.296636244359078,2023-11-17 12:30:42.921889
25,32.3529536302279,-116.49756633874615,17.723829419231546,2023-11-17 12:04:01.245472
26,32.498874187002265,-116.1833614011797,17.958796629758655,2023-11-17 14:30:08.759281
27,32.46599330458508,-116.96954737034974,17.01412086218338,2023-11-17 12:14:51.263054
28,32.89856540698784,-117.9828505971523,17.125116998363268,2023-11-17 12:31:33.398143
29,32.60104622251463,-117.46682097854216,17.97121033929904,2023-11-17 11:33:28.024922
30,31.480582401256655,-116.38112168418243,17.72395256949721,2023-11-17 12:01:47.573847
31,31.27625875952858,-117.75620184064611,17.085658330886506,2023-11-17 12:52:12.383152
32,31.912022535348115,-116.65391748795695,17.027599240804783,2023-11-17 12:02:12.604612
33,31.535405716201726,-117.13321019148951,17.900135388350495,2023-11-17 13:42:13.882470
34,31.701990772426438,-117.97818067879302,17.887035467153783,2023-11-17 14:25:57.727409
35,31.956438860657997,-117.41805304294415,17.26616785836588,2023-11-17 12:15:14.281898
36,32.769551762273096,-116.90052414304697,17.67408190209181,2023-11-17 13:21:18.691753
37,31.93685341023737,-116.31324801796596,17.24630757253363,2023-11-17 11:52:13.945577
38,32.977100263734734,-116.84966165723368,17.637439228139126,2023-11-17 12:04:04.092867
39,31.30239884999786,-117.26162262090362,17.480953265023228,2023-11-17 12:43:13.737696
40,32.46875075254924,-117.61711469801908,17.354115078410278,2023-11-17 14:56:53.663640
41,31.573084824587944,-117.6894480208643,17.157677139133472,2023-11-17 13:49:55.965787
42,32.773416819102344,-116.57252538008669,17.782473061895136,2023-11-17 13:44:46.947692
43,32.85566651294899,-116.6893444789543,17.595599941096573,2023-11-17 12:08:15.165660
44,32.85110773275124,-116.09841800655909,17.93269766254301,2023-11-17 12:54:13.824818
45,32.250286723839174,-117.07035379220237,17.207896462654027,2023-11-17 13:16:10.501291
46,31.888011847636815,-116.52486488799894,17.863599406965395,2023-11-17 12:50:25.865959
47,32.630970305302625,-116.99565961990533,17.680486790966217,2023-11-17 13:01:15.162060
48,31.02382774737625,-116.58461181454354,17.683147432106654,2023-11-17 12:05:40.167291
49,31.182073757944483,-116.76965983015035,17.516326380263646,2023-11-17 13:09:46.694935
50,32.34248295423962,-116.37962930309668,17.355290819376684,2023-11-17 11:28:50.058649
51,32.573227695481144,-116.0264820926401,17.061447901313223,2023-11-17 13:24:06.710083
52,32.76979865586248,-116.12349059172466,17.179275635779494,2023-11-17 12:04:15.546633
53,32.53042998623858,-116.59854423026059,17.98586403033474,2023-11-17 12:43:18.012170
54,32.471542729141106,-117.39653184755709,17.044549749871045,2023-11-17 14:59:48.845877
55,31.836359602231347,-117.93471514814173,17.76939141824632,2023-11-17 14:47:04.041057
56,31.363609915003003,-117.26803676898498,17.130879924074197,2023-11-17 14:04:30.888716
57,32.079990972334556,-116.24516821135268,17.481819009780548,2023-11-17 12:40:08.275336
58,32.846186519229896,-116.88603945988008,17.626455486437866,2023-11-17 11:15:36.250380
59,32.072254714310624,-116.97247782931795,17.254351191915283,2023-11-17 12:18:16.998467
60,31.24636587639835,-116.05368829592436,17.381165006761766,2023-11-17 13:37:12.776051
61,31.083911580485662,-116.02054493447842,17.682362949958467,2023-11-17 11:15:11.666008
62,31.809271160743872,-117.13615081454631,17.678250774445342,2023-11-17 11:08:24.644167
63,31.787683023655813,-117.51022986179537,17.220058529751025,2023-11-17 11:33:38.289986
64,31.92060500995279,-116.59448240047782,17.923239920846825,2023-11-17 11:52:21.371328
65,32.45217956897936,-116.41809931232427,17.030784426889614,2023-11-17 11:30:54.198342
66,32.876021078044595,-116.13097444475252,17.62480391884754,2023-11-17 14:05:23.228165
67,32.177484610852275,-117.27611603867955,17.83322054272451,2023-11-17 12:28:59.315816
68,32.93473602554113,-116.92569147087897,17.969449494962188,2023-11-17 14:19:50.475418
69,32.635140748010876,-117.91902961976673,17.50691878123095,2023-11-17 14:46:46.836663
70,32.287964505203504,-116.27871827760096,17.372005264503635,2023-11-17 12:42:34.742501
71,32.86550743122974,-116.56130132802964,17.654162643510986,2023-11-17 11:07:55.735276
72,32.04096246867743,-116.08517646513091,17.90647560208065,2023-11-17 14:14:33.508667
73,31.991093644057692,-116.16012106467001,17.58942138862803,2023-11-17 11:50:30.285318
74,32.3587622459425,-116.8891546316866,17.596372118736756,2023-11-17 13:36:39.694454
75,31.438312022355912,-117.22550835548795,17.41724252497859,2023-11-17 13:09:19.054621
76,31.378979180153856,-116.67209191009974,17.10546058539629,2023-11-17 11:11:37.008334
77,31.097471024736475,-117.2158272677396,17.124394889154562,2023-11-17 11:06:21.687148
78,31.886209630758326,-116.23613572344533,17.917432098459944,2023-11-17 12:58:07.490037
79,31.38789660130457,-117.21830033560485,17.10518730674434,2023-11-17 13:49:23.626977
80,32.30803203021052,-117.75822712453707,17.3501284339861,2023-11-17 12:12:37.683535
81,32.189775975386034,-117.90590666278551,17.76160924975689,2023-11-17 14:50:36.935532
82,32.50020398957276,-117.25181104651716,17.501070613040998,2023-11-17 11:53:48.965899
83,31.750539049267456,-116.35847881767165,17.640115989952534,2023-11-17 11:28:58.145328
84,32.52785513353934,-117.52031481719969,17.276156874034033,2023-11-17 11:55:31.249090
85,31.36063724680361,-117.34899572809573,17.749744140970602,2023-11-17 11:38:02.110949
86,31.288921591135285,-116.45167100507328,17.25220492469429,2023-11-17 12:53:35.843819
87,31.856083670068724,-116.39297676366832,17.06106812052743,2023-11-17 13:20:58.010586
88,32.73924469085117,-116.69833708328441,17.65128675405356,2023-11-17 12:10:17.279729
89,31.966092382384538,-116.75667736242059,17.380130688162392,2023-11-17 14:59:33.281344
90,32.16800607503107,-117.44141055348707,17.304182927503682,2023-11-17 11:59:13.901420
91,32.79464766221576,-116.28524519761774,17.582208333097697,2023-11-17 11:50:54.847291
92,31.385728273460284,-117.76072365575621,17.396917315590276,2023-11-17 12:35:37.239927
93,31.015025552737004,-117.05562584967431,17.534750181691074,2023-11-17 13:07:04.084394
